text,rating,author,date
Super fast delivery. Items arrived the day I needed them to arrive prior to my guests arriving for spring break. The carpet glider is simply amazing. Definitely one of the better investments I made for my home.,5,FILMORE65,3 years ago
It was easy to find the part I needed on the web-site and the processing of the ordering was also easy.,5,PW09,3 years ago
"Placed an order, it was shipped and delivered promptly.",5,oldone,3 years ago
Ordering was easy and the shipping was fast. Received the item and fit perfectly,5,ToniKay,3 years ago
"Website easy to navigate, easy checkout. Box arrived quickly.",5,Busy Mom,3 years ago
The shopping experience is very good but I could not put in my PO Box number as my billing address. That made the payment process difficult. I suggest that you accept PO Box numbers as billing addresses as do all other online merchants that I have used.,4,Pentwater,3 years ago
Buying spare parts for my older pressure washer from Karcher was easy and fast.,5,hedrives,3 years ago
I ordered the unit and received it the same week!!,5,Edwin36,3 years ago
Simple ordering process. Lots of details and specifications on all the products,5,Red1,3 years ago
"Very quiet, runs great. Very fast shipping, even is a snow storm!",5,Pressure_washer_69,3 years ago
"Very simple and efficient, I wouldn’t change anything",5,LFP2021,3 years ago
Excellent experience.Product arrived quickly - in excellent condition.Price was right..,5,BobH,3 years ago
"Very simple, found what i wanted, ordered/paid, received the confirmation/ship date, item arrived on that date.",5,bob28,3 years ago
the item came as it should and worked perfectly. Thank you,5,connie,3 years ago
"I enjoyed shopping, the sales person was very polite and helpful.",5,Kristina,3 years ago
Fast shipping works great!!!!!!!!!!!!!!!!!!!!!!!!!!!,4,Robbie,3 years ago
Packed arrived as promised.  Started using the vacuum almost immediately,5,bobbys,3 years ago
The part I ordered got here very fast!Excellent service!!,5,MPatrick,3 years ago
"It was simple, very informative and and efficient.",5,cecile,3 years ago
Easy to navigate site and product was as described.,5,Any Mouse,3 years ago
"The shopping experience overall was satifactory, the website could be a little more user friendly. My order came in the time specified and was packed very well.",5,shauntx,3 years ago
Payment not working event use different visa/master cards.,1,Steve,3 years ago
Very quick shipping but I did not receive the free tire brush.,3,Doug,3 years ago
Just received my vacuum. Great product... i´m taking a star away since I received it with the yellow accesory holder broken... where can I summit a claim request for this?,4,Daniel V,3 years ago
I feel the website is a little rough to navigate but other than that the product arrived in a timely manner,4,ee56,3 years ago
Purchase was easy and shipping was quick. Wouldn’t hesitate to purchase from Karchar again.,5,CJNotna,3 years ago
Easy decision.  Easy to purchase.  Karcher makes a great product.,5,Great vac,3 years ago
Order was not delivered. Request refund order new delivery of item.Thank you Don Robinson,1,Donald,3 years ago
"I ordered a power cord. On my order form my new address, but you sent it to my old address I left 2 years back. Not good enough.",1,Connie,3 years ago
Site was user friendly and easy to navigate. Timely delivery!,5,jmsalt1,3 years ago
"Ordered New nozzle, but still don’t feel like it’s working up to par. Pressure is still lower than original. Not sure what the problem is?!?",3,Apasquine,3 years ago
Shopping was very easy to find the product I was interested in and check out was fast.,5,Hanna45,3 years ago
Shipping was really fast. Package nicely protected against damage.,5,Bianfid,3 years ago
I enjoyed the shopping experience.  Shipping was quick.  The replacement hose works well.  So far everything is great.,5,John1234,3 years ago
I quickly found the accessory (fleece bags) I was looking for and getting them ordered was a breeze.  They arrived at their destination and I received correspondence along their journey.  A great experience.,5,Mister Pearl,3 years ago
i have not received my order as of today and tracking does not seem to be correct,2,alexey,3 years ago
Website easy to navigate and find products easily.   Ordering was simple and fast!  Very fast shipping!,5,Terri,3 years ago
"I just got my K5 and eager to use it.  I assemble the K5 and went to use it. If work first.  Then I stop, refill the bucket of water before going empty.  When I try to use it again the water was not sucking the water from the Bucket.  The machine stop ( No power ) my first experience is not good. Customer services is not helpful either.  NO solution.",1,Fernando,3 years ago
I appreciated being able to talk to a person in customer service. She answered all my questions with patience and professionalism. The replacement product we ordered was what we expected and was easy to install.,5,Steve44,3 years ago
"Fast, easy ordering and delivery was quick. Thanks!",5,karen183,3 years ago
"Wasn’t impressed with the notification that my very small item was handed over to a carrier 8 days ago. I wasn’t given name of carrier, probably UPS, or a tracking number. Of course, it’s saved me the angst of fretting over items sitting in a carrier facility for as long as 72 hours due to recent bad storms. The delays are not Kracher’s fault, the lack of communication is. Or at least shared with a carrier. I have no idea of when it may arrive.",3,Ogeezer33,3 years ago
I didn't get what I shopped by internet. they sent me the email for shipped massage but nothing came.,1,0000,3 years ago
